Location,Nearshore or offshore,Coordinates,Number on Fig 1a map,Minumum depth,Maximum depth,Sample number,Host family,Host genus,Host species,Symbiont transmission mode,Year collected,Dominant symbiont species
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,150,Acroporidae,Acropora,carduus,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,c,3,1,3,146,Acroporidae,Acropora,carduus,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,34,Acroporidae,Acropora,muricata,Horizontal,2013,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,35,Acroporidae,Acropora,muricata,Horizontal,2013,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,43,Acroporidae,Acropora,muricata,Horizontal,2013,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,44,Acroporidae,Acropora,muricata,Horizontal,2013,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,50,Acroporidae,Acropora,muricata,Horizontal,2013,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,56,Acroporidae,Acropora,,Horizontal,2013,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,57,Acroporidae,Acropora,,Horizontal,2013,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,65,Acroporidae,Acropora,,Horizontal,2013,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,423,Acroporidae,Acropora,carduus,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,368,Acroporidae,Acropora,elseyi,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,370,Acroporidae,Acropora,kirstyae,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,365,Acroporidae,Acropora,longicyathus,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,413,Acroporidae,Acropora,microphthalma,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,374,Acroporidae,Acropora,microphthalma,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,425,Acroporidae,Acropora,muricata,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,464,Acroporidae,Acropora,vaughani,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,422,Acroporidae,Acropora,vaughani,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,399,Acroporidae,Acropora,vaughani/burg,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,336,Acroporidae,Acropora,muricata/brug..,Horizontal,2009,Cladocopium madreporum
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,392,Acroporidae,Acropora,subglabra/longicyathus?,Horizontal,2009,Cladocopium madreporum
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,356,Acroporidae,Acropora,brueggemanni,Horizontal,2009,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,5,Acroporidae,Acropora,muricata,Horizontal,2013,Durusdinium trenchii
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,184,Acroporidae,Acropora,caroliniana,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,238,Acroporidae,Acropora,cerealis,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,183,Acroporidae,Acropora,divaricata,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,224,Acroporidae,Acropora,echinata,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,314,Acroporidae,Acropora,hyacinthus,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,231,Acroporidae,Acropora,loripes,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,203,Acroporidae,Acropora,loripes,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,152,Acroporidae,Acropora,loripes,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,301,Acroporidae,Acropora,nasuta,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,204,Acroporidae,Acropora,subulata,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,320,Acroporidae,Acropora,vaughani,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,194,Acroporidae,Acropora,subglabra,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,245,Acroporidae,Acropora,gemmifera,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,508,Acroporidae,Acropora,acuminata,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,599,Acroporidae,Acropora,cerealis,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,575,Acroporidae,Acropora,cerealis,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,468,Acroporidae,Acropora,cerealis,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,510,Acroporidae,Acropora,cytherea,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,600,Acroporidae,Acropora,divaricata,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,537,Acroporidae,Acropora,divaricata,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,467,Acroporidae,Acropora,divaricata,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,595,Acroporidae,Acropora,florida,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,534,Acroporidae,Acropora,florida,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,531,Acroporidae,Acropora,florida,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,524,Acroporidae,Acropora,florida,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,488,Acroporidae,Acropora,microphthalma,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,473,Acroporidae,Acropora,secale,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,563,Acroporidae,Acropora,selago,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,559,Acroporidae,Acropora,selago,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,542,Acroporidae,Acropora,subglabra,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,51,Acroporidae,Acropora,staghorn,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,85,Acroporidae,Acropora,staghorn,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,58,Acroporidae,Acropora,staghorn,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,59,Acroporidae,Acropora,staghorn,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,60,Acroporidae,Acropora,staghorn,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,84,Acroporidae,Acropora,staghorn,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,116,Acroporidae,Acropora,,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,30,Acroporidae,Acropora,,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,50,Acroporidae,Acropora,,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,61,Acroporidae,Acropora,,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,65,Acroporidae,Acropora,,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,622,Acroporidae,Acropora,monticulosa,Horizontal,2009,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,465,Acroporidae,Acropora,palifera,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,304,Acroporidae,Acropora,cerealis,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,299,Acroporidae,Acropora,cerealis,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,316,Acroporidae,Acropora,gemmifera,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,268,Acroporidae,Acropora,humilis,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,293,Acroporidae,Acropora,monticulosa,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,227,Acroporidae,Acropora,muricata,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,249,Acroporidae,Acropora,nasuta,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,298,Acroporidae,Acropora,tenuis,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,236,Acroporidae,Acropora,tenuis,Horizontal,2009,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,476,Acroporidae,Acropora,brueggemanni,Horizontal,2009,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,601,Acroporidae,Acropora,clathrata,Horizontal,2009,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,590,Acroporidae,Acropora,gemmifera,Horizontal,2009,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,564,Acroporidae,Acropora,hyacinthus,Horizontal,2009,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,554,Acroporidae,Acropora,palifera,Horizontal,2009,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,591,Acroporidae,Acropora,polystoma,Horizontal,2009,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,53,Acroporidae,Acropora,polifera,Horizontal,2013,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,63,Acroporidae,Acropora,polifera,Horizontal,2013,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,71,Acroporidae,Acropora,polifera,Horizontal,2013,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,79,Acroporidae,Acropora,polifera,Horizontal,2013,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,83,Acroporidae,Acropora,polifera,Horizontal,2013,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,87,Acroporidae,Acropora,polifera,Horizontal,2013,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,90,Acroporidae,Acropora,polifera,Horizontal,2013,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,68,Acroporidae,Acropora,staghorn,Horizontal,2013,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,55,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,33,Acroporidae,Acropora,palifera,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,128,Acroporidae,Acropora,palifera,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,160,Acroporidae,Acropora,palifera or gemnifera,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,1,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,7,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,8,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,11,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,15,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,16,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,20,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,21,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,24,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,32,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,34,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,37,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,55,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,56,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,59,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,81,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,87,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,106,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,108,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,110,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,113,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,114,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,115,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,124,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,126,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,130,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,131,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,137,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,146,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,153,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,154,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,158,Acroporidae,Acropora,,Horizontal,2013,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,469,Acroporidae,Acropora,clathrata,Horizontal,2009,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,68,Acroporidae,Astreopora,incrustans,Horizontal,2009,Durusdinium undescribed spp. (ITS2 type D4-5)
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,361,Acroporidae,Astreopora,listeri,Horizontal,2009,Durusdinium undescribed spp. (ITS2 type D4-5)
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,428,Acroporidae,Astreopora,myriophthalma,Horizontal,2009,Durusdinium undescribed spp. (ITS2 type D4-5)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,163,Acroporidae,Astreopora,myriophthalma,Horizontal,2009,Cladocopium undescribed spp.
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,521,Acroporidae,Astreopora,myriophthalma,Horizontal,2009,Cladocopium undescribed spp.
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,504,Merulinidae,Caulastraea,furcata,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,126,Merulinidae,Coelastrea,aspera,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,6,Merulinidae,Coelastrea,aspera,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,139,Merulinidae,Coelastrea,australensis,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,114,Merulinidae,Coelastrea,australensis,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,84,Merulinidae,Coelastrea,pectinata,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,47,Merulinidae,Coelastrea,pectinata,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,26,Merulinidae,Coelastrea,pectinata,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,7,Merulinidae,Coelastrea,,Horizontal,2013,Durusdinium trenchii
